"order_number","product_key","customer_key","order_date","shipping_date","due_date","total_sales","quantity","price"
"SO58122","6","11094","2013-05-16","2013-05-23","2013-05-28",35,1,35
"SO58123","397","11901","2013-05-16","2013-05-23","2013-05-28",540,1,540
"SO58124","396","14972","2013-05-16","2013-05-23","2013-05-28",540,1,540
"SO58124","329","14972","2013-05-16","2013-05-23","2013-05-28",21,1,21
"SO58124","320","14972","2013-05-16","2013-05-23","2013-05-28",4,1,4
"SO58124","271","14972","2013-05-16","2013-05-23","2013-05-28",2,1,2
"SO58125","16","12081","2013-05-16","2013-05-23","2013-05-28",9,1,9
"SO58125","15","12081","2013-05-16","2013-05-23","2013-05-28",9,1,9
"SO58125","14","12081","2013-05-16","2013-05-23","2013-05-28",9,1,9
"SO58125","396","12081","2013-05-16","2013-05-23","2013-05-28",540,1,540
"SO58126","181","9006","2013-05-16","2013-05-23","2013-05-28",1120,1,1120
"SO58126","180","9006","2013-05-16","2013-05-23","2013-05-28",1120,1,1120
"SO58126","268","9006","2013-05-16","2013-05-23","2013-05-28",5,1,5
"SO58126","270","9006","2013-05-16","2013-05-23","2013-05-28",9,1,9
"SO58126","273","9006","2013-05-16","2013-05-23","2013-05-28",9,1,9
"SO58127","177","12987","2013-05-16","2013-05-23","2013-05-28",1120,1,1120
"SO58127","176","12987","2013-05-16","2013-05-23","2013-05-28",1120,1,1120
"SO58127","330","12987","2013-05-16","2013-05-23","2013-05-28",25,1,25
"SO58127","320","12987","2013-05-16","2013-05-23","2013-05-28",4,1,4
"SO58127","13","12987","2013-05-16","2013-05-23","2013-05-28",35,1,35
"SO58127","12","12987","2013-05-16","2013-05-23","2013-05-28",35,1,35
"SO58127","11","12987","2013-05-16","2013-05-23","2013-05-28",35,1,35
"SO58128","375","11598","2013-05-16","2013-05-23","2013-05-28",540,1,540
"SO58128","320","11598","2013-05-16","2013-05-23","2013-05-28",4,1,4
"SO58128","329","11598","2013-05-16","2013-05-23","2013-05-28",21,1,21
"SO58128","28","11598","2013-05-16","2013-05-23","2013-05-28",50,1,50
"SO58128","27","11598","2013-05-16","2013-05-23","2013-05-28",50,1,50
"SO58128","26","11598","2013-05-16","2013-05-23","2013-05-28",50,1,50
"SO58129","365","13159","2013-05-16","2013-05-23","2013-05-28",2384,1,2384
"SO58129","270","13159","2013-05-16","2013-05-23","2013-05-28",9,1,9
"SO58129","268","13159","2013-05-16","2013-05-23","2013-05-28",5,1,5
"SO58130","152","3715","2013-05-17","2013-05-24","2013-05-29",2295,1,2295
"SO58130","151","3715","2013-05-17","2013-05-24","2013-05-29",2295,1,2295
"SO58130","13","3715","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58130","12","3715","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58130","11","3715","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58130","25","3715","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58130","24","3715","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58130","23","3715","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58131","146","2824","2013-05-17","2013-05-24","2013-05-29",2320,1,2320
"SO58131","145","2824","2013-05-17","2013-05-24","2013-05-29",2320,1,2320
"SO58131","278","2824","2013-05-17","2013-05-24","2013-05-29",55,1,55
"SO58132","326","1245","2013-05-17","2013-05-24","2013-05-29",25,1,25
"SO58132","319","1245","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58132","13","1245","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58132","12","1245","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58132","11","1245","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58133","320","3683","2013-05-17","2013-05-24","2013-05-29",4,1,4
"SO58133","330","3683","2013-05-17","2013-05-24","2013-05-29",25,1,25
"SO58133","8","3683","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58133","7","3683","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58133","6","3683","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58133","258","3683","2013-05-17","2013-05-24","2013-05-29",24,1,24
"SO58133","257","3683","2013-05-17","2013-05-24","2013-05-29",24,1,24
"SO58134","276","12104","2013-05-17","2013-05-24","2013-05-29",22,1,22
"SO58134","264","12104","2013-05-17","2013-05-24","2013-05-29",64,1,64
"SO58135","328","15786","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58135","319","15786","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58135","13","15786","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58135","12","15786","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58135","11","15786","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58136","329","7448","2013-05-17","2013-05-24","2013-05-29",21,1,21
"SO58137","19","3230","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58137","18","3230","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58137","17","3230","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58138","320","5699","2013-05-17","2013-05-24","2013-05-29",4,1,4
"SO58138","331","5699","2013-05-17","2013-05-24","2013-05-29",33,1,33
"SO58138","271","5699","2013-05-17","2013-05-24","2013-05-29",2,1,2
"SO58138","277","5699","2013-05-17","2013-05-24","2013-05-29",159,1,159
"SO58139","374","9860","2013-05-17","2013-05-24","2013-05-29",1701,1,1701
"SO58139","330","9860","2013-05-17","2013-05-24","2013-05-29",25,1,25
"SO58140","373","10105","2013-05-17","2013-05-24","2013-05-29",1701,1,1701
"SO58140","330","10105","2013-05-17","2013-05-24","2013-05-29",25,1,25
"SO58140","320","10105","2013-05-17","2013-05-24","2013-05-29",4,1,4
"SO58140","282","10105","2013-05-17","2013-05-24","2013-05-29",54,1,54
"SO58141","146","2258","2013-05-17","2013-05-24","2013-05-29",2320,1,2320
"SO58141","145","2258","2013-05-17","2013-05-24","2013-05-29",2320,1,2320
"SO58141","328","2258","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58141","319","2258","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58141","16","2258","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58141","15","2258","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58141","14","2258","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58141","8","2258","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58141","7","2258","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58141","6","2258","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58142","279","703","2013-05-17","2013-05-24","2013-05-29",54,1,54
"SO58143","271","313","2013-05-17","2013-05-24","2013-05-29",2,1,2
"SO58144","320","508","2013-05-17","2013-05-24","2013-05-29",4,1,4
"SO58144","16","508","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58144","15","508","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58144","14","508","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58145","326","9765","2013-05-17","2013-05-24","2013-05-29",25,1,25
"SO58145","256","9765","2013-05-17","2013-05-24","2013-05-29",24,1,24
"SO58145","255","9765","2013-05-17","2013-05-24","2013-05-29",24,1,24
"SO58146","332","186","2013-05-17","2013-05-24","2013-05-29",29,1,29
"SO58146","321","186","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58146","270","186","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58147","327","7926","2013-05-17","2013-05-24","2013-05-29",30,1,30
"SO58147","319","7926","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58147","271","7926","2013-05-17","2013-05-24","2013-05-29",2,1,2
"SO58147","275","7926","2013-05-17","2013-05-24","2013-05-29",8,1,8
"SO58148","327","8752","2013-05-17","2013-05-24","2013-05-29",30,1,30
"SO58148","271","8752","2013-05-17","2013-05-24","2013-05-29",2,1,2
"SO58149","327","11281","2013-05-17","2013-05-24","2013-05-29",30,1,30
"SO58149","271","11281","2013-05-17","2013-05-24","2013-05-29",2,1,2
"SO58150","327","11192","2013-05-17","2013-05-24","2013-05-29",30,1,30
"SO58150","319","11192","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58150","8","11192","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58150","7","11192","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58150","6","11192","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58150","256","11192","2013-05-17","2013-05-24","2013-05-29",24,1,24
"SO58150","255","11192","2013-05-17","2013-05-24","2013-05-29",24,1,24
"SO58151","269","2475","2013-05-17","2013-05-24","2013-05-29",10,1,10
"SO58151","268","2475","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58152","268","1946","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58152","269","1946","2013-05-17","2013-05-24","2013-05-29",10,1,10
"SO58152","8","1946","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58152","7","1946","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58152","6","1946","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58153","269","9762","2013-05-17","2013-05-24","2013-05-29",10,1,10
"SO58153","268","9762","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58153","275","9762","2013-05-17","2013-05-24","2013-05-29",8,1,8
"SO58154","266","8656","2013-05-17","2013-05-24","2013-05-29",70,1,70
"SO58154","28","8656","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58154","27","8656","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58154","26","8656","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58154","16","8656","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58154","15","8656","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58154","14","8656","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58155","268","5797","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58155","22","5797","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58155","21","5797","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58155","20","5797","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58156","268","13731","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58156","5","13731","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58156","4","13731","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58156","3","13731","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58157","319","5504","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58158","276","8015","2013-05-17","2013-05-24","2013-05-29",22,1,22
"SO58158","16","8015","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58158","15","8015","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58158","14","8015","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58159","330","6876","2013-05-17","2013-05-24","2013-05-29",25,1,25
"SO58160","330","6878","2013-05-17","2013-05-24","2013-05-29",25,1,25
"SO58160","320","6878","2013-05-17","2013-05-24","2013-05-29",4,1,4
"SO58160","277","6878","2013-05-17","2013-05-24","2013-05-29",159,1,159
"SO58161","282","472","2013-05-17","2013-05-24","2013-05-29",54,1,54
"SO58162","320","8524","2013-05-17","2013-05-24","2013-05-29",4,1,4
"SO58162","330","8524","2013-05-17","2013-05-24","2013-05-29",25,1,25
"SO58162","271","8524","2013-05-17","2013-05-24","2013-05-29",2,1,2
"SO58163","329","11436","2013-05-17","2013-05-24","2013-05-29",21,1,21
"SO58163","271","11436","2013-05-17","2013-05-24","2013-05-29",2,1,2
"SO58164","327","6752","2013-05-17","2013-05-24","2013-05-29",30,1,30
"SO58164","262","6752","2013-05-17","2013-05-24","2013-05-29",64,1,64
"SO58165","329","18428","2013-05-17","2013-05-24","2013-05-29",21,1,21
"SO58166","321","2510","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58166","332","2510","2013-05-17","2013-05-24","2013-05-29",29,1,29
"SO58167","321","2502","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58167","5","2502","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58167","4","2502","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58167","3","2502","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58168","328","645","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58168","319","645","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58169","328","3092","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58169","319","3092","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58169","271","3092","2013-05-17","2013-05-24","2013-05-29",2,1,2
"SO58170","328","1971","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58170","276","1971","2013-05-17","2013-05-24","2013-05-29",22,1,22
"SO58170","5","1971","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58170","4","1971","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58170","3","1971","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58170","25","1971","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58170","24","1971","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58170","23","1971","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58171","319","721","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58171","328","721","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58171","269","721","2013-05-17","2013-05-24","2013-05-29",10,1,10
"SO58171","268","721","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58171","16","721","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58171","15","721","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58171","14","721","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58172","16","1657","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58172","15","1657","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58172","14","1657","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58173","328","2718","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58173","319","2718","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58173","13","2718","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58173","12","2718","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58173","11","2718","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58174","383","8143","2013-05-17","2013-05-24","2013-05-29",565,1,565
"SO58174","279","8143","2013-05-17","2013-05-24","2013-05-29",54,1,54
"SO58175","384","8165","2013-05-17","2013-05-24","2013-05-29",565,1,565
"SO58175","326","8165","2013-05-17","2013-05-24","2013-05-29",25,1,25
"SO58175","319","8165","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58175","13","8165","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58175","12","8165","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58175","11","8165","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58176","381","3339","2013-05-17","2013-05-24","2013-05-29",769,1,769
"SO58176","319","3339","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58176","327","3339","2013-05-17","2013-05-24","2013-05-29",30,1,30
"SO58176","276","3339","2013-05-17","2013-05-24","2013-05-29",22,1,22
"SO58176","271","3339","2013-05-17","2013-05-24","2013-05-29",2,1,2
"SO58177","146","2288","2013-05-17","2013-05-24","2013-05-29",2320,1,2320
"SO58177","145","2288","2013-05-17","2013-05-24","2013-05-29",2320,1,2320
"SO58178","144","3437","2013-05-17","2013-05-24","2013-05-29",2320,1,2320
"SO58178","143","3437","2013-05-17","2013-05-24","2013-05-29",2320,1,2320
"SO58178","276","3437","2013-05-17","2013-05-24","2013-05-29",22,1,22
"SO58178","269","3437","2013-05-17","2013-05-24","2013-05-29",10,1,10
"SO58178","268","3437","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58179","152","2315","2013-05-17","2013-05-24","2013-05-29",2295,1,2295
"SO58179","151","2315","2013-05-17","2013-05-24","2013-05-29",2295,1,2295
"SO58179","276","2315","2013-05-17","2013-05-24","2013-05-29",22,1,22
"SO58179","8","2315","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58179","7","2315","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58179","6","2315","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58179","22","2315","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58179","21","2315","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58179","20","2315","2013-05-17","2013-05-24","2013-05-29",50,1,50
"SO58179","16","2315","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58179","15","2315","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58179","14","2315","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58180","357","9723","2013-05-17","2013-05-24","2013-05-29",742,1,742
"SO58180","332","9723","2013-05-17","2013-05-24","2013-05-29",29,1,29
"SO58180","321","9723","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58181","378","6050","2013-05-17","2013-05-24","2013-05-29",769,1,769
"SO58182","355","18311","2013-05-17","2013-05-24","2013-05-29",2384,1,2384
"SO58182","8","18311","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58182","7","18311","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58182","6","18311","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58183","144","2079","2013-05-17","2013-05-24","2013-05-29",2320,1,2320
"SO58183","143","2079","2013-05-17","2013-05-24","2013-05-29",2320,1,2320
"SO58183","328","2079","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58183","319","2079","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58184","356","8208","2013-05-17","2013-05-24","2013-05-29",742,1,742
"SO58184","268","8208","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58184","270","8208","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58184","8","8208","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58184","7","8208","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58184","6","8208","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58185","364","14164","2013-05-17","2013-05-24","2013-05-29",2384,1,2384
"SO58185","270","14164","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58185","268","14164","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58185","8","14164","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58185","7","14164","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58185","6","14164","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58186","397","11114","2013-05-17","2013-05-24","2013-05-29",540,1,540
"SO58186","270","11114","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58186","268","11114","2013-05-17","2013-05-24","2013-05-29",5,1,5
"SO58186","13","11114","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58186","12","11114","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58186","11","11114","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58187","173","9110","2013-05-17","2013-05-24","2013-05-29",1120,1,1120
"SO58187","172","9110","2013-05-17","2013-05-24","2013-05-29",1120,1,1120
"SO58187","5","9110","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58187","4","9110","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58187","3","9110","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58188","375","15220","2013-05-17","2013-05-24","2013-05-29",540,1,540
"SO58188","329","15220","2013-05-17","2013-05-24","2013-05-29",21,1,21
"SO58188","16","15220","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58188","15","15220","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58188","14","15220","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58189","397","5581","2013-05-17","2013-05-24","2013-05-29",540,1,540
"SO58189","329","5581","2013-05-17","2013-05-24","2013-05-29",21,1,21
"SO58189","320","5581","2013-05-17","2013-05-24","2013-05-29",4,1,4
"SO58189","8","5581","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58189","7","5581","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58189","6","5581","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58190","16","4933","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58190","15","4933","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58190","14","4933","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58190","365","4933","2013-05-17","2013-05-24","2013-05-29",2384,1,2384
"SO58191","366","17416","2013-05-17","2013-05-24","2013-05-29",2384,1,2384
"SO58191","16","17416","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58191","15","17416","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58191","14","17416","2013-05-17","2013-05-24","2013-05-29",9,1,9
"SO58191","8","17416","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58191","7","17416","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58191","6","17416","2013-05-17","2013-05-24","2013-05-29",35,1,35
"SO58192","177","13362","2013-05-18","2013-05-25","2013-05-30",1120,1,1120
"SO58192","176","13362","2013-05-18","2013-05-25","2013-05-30",1120,1,1120
"SO58192","5","13362","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58192","4","13362","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58192","3","13362","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58192","280","13362","2013-05-18","2013-05-25","2013-05-30",54,1,54
"SO58193","152","2409","2013-05-18","2013-05-25","2013-05-30",2295,1,2295
"SO58193","151","2409","2013-05-18","2013-05-25","2013-05-30",2295,1,2295
"SO58193","328","2409","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58193","319","2409","2013-05-18","2013-05-25","2013-05-30",5,1,5
"SO58193","268","2409","2013-05-18","2013-05-25","2013-05-30",5,1,5
"SO58193","269","2409","2013-05-18","2013-05-25","2013-05-30",10,1,10
"SO58194","144","1272","2013-05-18","2013-05-25","2013-05-30",2320,1,2320
"SO58194","143","1272","2013-05-18","2013-05-25","2013-05-30",2320,1,2320
"SO58194","269","1272","2013-05-18","2013-05-25","2013-05-30",10,1,10
"SO58194","268","1272","2013-05-18","2013-05-25","2013-05-30",5,1,5
"SO58194","275","1272","2013-05-18","2013-05-25","2013-05-30",8,1,8
"SO58195","148","2260","2013-05-18","2013-05-25","2013-05-30",2320,1,2320
"SO58195","147","2260","2013-05-18","2013-05-25","2013-05-30",2320,1,2320
"SO58195","276","2260","2013-05-18","2013-05-25","2013-05-30",22,1,22
"SO58195","268","2260","2013-05-18","2013-05-25","2013-05-30",5,1,5
"SO58195","269","2260","2013-05-18","2013-05-25","2013-05-30",10,1,10
"SO58195","5","2260","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58195","4","2260","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58195","3","2260","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58195","16","2260","2013-05-18","2013-05-25","2013-05-30",9,1,9
"SO58195","15","2260","2013-05-18","2013-05-25","2013-05-30",9,1,9
"SO58195","14","2260","2013-05-18","2013-05-25","2013-05-30",9,1,9
"SO58196","154","2253","2013-05-18","2013-05-25","2013-05-30",2295,1,2295
"SO58196","153","2253","2013-05-18","2013-05-25","2013-05-30",2295,1,2295
"SO58196","13","2253","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58196","12","2253","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58196","11","2253","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58197","276","6347","2013-05-18","2013-05-25","2013-05-30",22,1,22
"SO58197","5","6347","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58197","4","6347","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58197","3","6347","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58198","266","16521","2013-05-18","2013-05-25","2013-05-30",70,1,70
"SO58198","273","16521","2013-05-18","2013-05-25","2013-05-30",9,1,9
"SO58199","332","8584","2013-05-18","2013-05-25","2013-05-30",29,1,29
"SO58199","321","8584","2013-05-18","2013-05-25","2013-05-30",5,1,5
"SO58199","278","8584","2013-05-18","2013-05-25","2013-05-30",55,1,55
"SO58199","272","8584","2013-05-18","2013-05-25","2013-05-30",9,1,9
"SO58200","332","8567","2013-05-18","2013-05-25","2013-05-30",29,1,29
"SO58200","321","8567","2013-05-18","2013-05-25","2013-05-30",5,1,5
"SO58200","5","8567","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58200","4","8567","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58200","3","8567","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58201","332","15715","2013-05-18","2013-05-25","2013-05-30",29,1,29
"SO58201","321","15715","2013-05-18","2013-05-25","2013-05-30",5,1,5
"SO58201","271","15715","2013-05-18","2013-05-25","2013-05-30",2,1,2
"SO58202","326","288","2013-05-18","2013-05-25","2013-05-30",25,1,25
"SO58202","319","288","2013-05-18","2013-05-25","2013-05-30",5,1,5
"SO58202","13","288","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58202","12","288","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58202","11","288","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58203","332","16248","2013-05-18","2013-05-25","2013-05-30",29,1,29
"SO58203","321","16248","2013-05-18","2013-05-25","2013-05-30",5,1,5
"SO58203","8","16248","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58203","7","16248","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58203","6","16248","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58204","321","16611","2013-05-18","2013-05-25","2013-05-30",5,1,5
"SO58204","332","16611","2013-05-18","2013-05-25","2013-05-30",29,1,29
"SO58204","270","16611","2013-05-18","2013-05-25","2013-05-30",9,1,9
"SO58205","326","15063","2013-05-18","2013-05-25","2013-05-30",25,1,25
"SO58205","254","15063","2013-05-18","2013-05-25","2013-05-30",24,1,24
"SO58205","253","15063","2013-05-18","2013-05-25","2013-05-30",24,1,24
"SO58206","332","15557","2013-05-18","2013-05-25","2013-05-30",29,1,29
"SO58206","321","15557","2013-05-18","2013-05-25","2013-05-30",5,1,5
"SO58206","271","15557","2013-05-18","2013-05-25","2013-05-30",2,1,2
"SO58207","331","13314","2013-05-18","2013-05-25","2013-05-30",33,1,33
"SO58207","320","13314","2013-05-18","2013-05-25","2013-05-30",4,1,4
"SO58207","272","13314","2013-05-18","2013-05-25","2013-05-30",9,1,9
"SO58208","319","1431","2013-05-18","2013-05-25","2013-05-30",5,1,5
"SO58208","327","1431","2013-05-18","2013-05-25","2013-05-30",30,1,30
"SO58208","8","1431","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58208","7","1431","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58208","6","1431","2013-05-18","2013-05-25","2013-05-30",35,1,35
"SO58209","331","14901","2013-05-18","2013-05-25","2013-05-30",33,1,33
"SO58209","16","14901","2013-05-18","2013-05-25","2013-05-30",9,1,9
"SO58209","15","14901","2013-05-18","2013-05-25","2013-05-30",9,1,9
"SO58209","14","14901","2013-05-18","2013-05-25","2013-05-30",9,1,9
"SO58210","331","14165","2013-05-18","2013-05-25","2013-05-30",33,1,33
"SO58210","271","14165","2013-05-18","2013-05-25","2013-05-30",2,1,2
"SO58211","327","12824","2013-05-18","2013-05-25","2013-05-30",30,1,30
"SO58211","254","12824","2013-05-18","2013-05-25","2013-05-30",24,1,24
"SO58211","253","12824","2013-05-18","2013-05-25","2013-05-30",24,1,24
"SO58211","268","12824","2013-05-18","2013-05-25","2013-05-30",5,1,5
